,CD14+_Monocytes,CD4_T_cells,FCGR3A+_Monocytes,NK_cells,Dendritic_cells,CD8_T_cells,B_cells_1,B_cells_2
CMPK2,884.2863,194.65193,138.36696,9.697152,64.91243,29.64601,34.991962,7.9364977
RSAD2,941.21136,572.12744,183.94565,48.49641,38.095936,52.132534,98.735214,9.188404
RNF144A-AS1,23.51886,37.620182,0.0,0.0,0.0,14.31698,3.320437,3.320437
RNF144A,174.18037,2829.0327,4.358928,106.30545,0.0,242.88571,11.614899,0.0
AC068481.1,6.6842833,333.47302,8.360316,7.2353377,0.0,15.936167,0.0,0.0
AC013460.1,0.0,38.453045,0.0,0.0,0.0,8.218356,0.0,0.0
AC092580.4,0.0,20.144413,0.0,0.0,0.0,0.0,0.0,0.0
LINC01871,35.202076,903.2881,1.8139868,230.15125,17.004559,897.98346,0.0,3.1153314
LINC00298,0.0,15.841093,0.0,24.357374,0.0,14.521595,0.0,0.0
LINC00299,48.873936,404.23853,28.99725,485.5228,14.071274,389.3678,0.0,0.0
U91324.1,5.569842,4.1098347,0.0,13.945741,0.0,4.1098347,0.0,0.0
LINC01814,73.051254,18.597067,2.7744136,16.407383,9.271069,24.03028,0.0,0.0
ID2-AS1,32.714787,15.8691225,0.0,7.798026,14.975548,10.081405,0.0,0.0
ID2,2819.337,3214.1,509.0973,781.54083,498.20303,1449.5809,28.217375,19.979118
KIDINS220,2339.9797,2474.7417,436.2217,237.93304,173.17686,436.98294,218.28404,22.538166
MBOAT2,439.4763,48.447437,33.848064,0.0,39.119625,8.078039,0.0,0.0
ASAP2,381.26974,14.703739,33.26144,0.0,65.0292,0.0,25.613113,16.241682
ITGB1BP1,611.9682,954.2526,156.35873,107.16293,54.753475,264.7396,137.43684,18.750257
CPSF3,532.32355,741.1664,122.38718,50.171642,73.31228,189.93233,141.66301,3.185998
IAH1,478.4653,904.7175,112.9537,102.80622,41.73573,182.25374,136.82991,17.314112
ADAM17,3131.2007,1631.5366,507.27048,243.17154,216.96626,349.00113,454.2464,25.518946
AC080162.1,193.4653,245.51855,41.273758,4.625898,15.60334,20.709457,53.91129,5.563012
AC073195.1,100.63734,46.92295,0.0,0.0,0.0,0.0,0.0,0.0
YWHAQ,1725.6832,2235.3625,307.84308,202.35748,251.95383,696.3486,472.40817,18.63402
TAF1B,752.70184,920.03076,182.03633,82.21911,117.4708,257.1453,197.05112,31.168297
AC010969.2,56.115524,93.60574,15.650206,9.207006,16.130447,0.0,0.0,0.0
GRHL1,12.070793,5.5537887,0.0,0.0,0.0,0.0,3.2408617,3.2408617
AC104794.3,153.16394,70.58335,59.566696,15.497944,23.621967,15.456647,43.75688,0.0
KLF11,353.64236,95.17037,137.35002,34.044662,29.200302,12.485014,57.7992,0.0
RRM2,21.98518,14.345822,9.914305,51.977753,2.2941275,8.500976,7.8131967,0.0
AC007240.3,5.496485,7.0360975,0.0,0.0,0.0,0.0,0.0,0.0
HPCAL1,1890.3107,2960.616,283.29626,149.28558,132.57697,346.2111,365.76816,5.343168
ODC1,699.4013,1714.1791,211.54832,75.53913,129.04243,340.70715,670.26294,45.66994
ODC1-DT,0.0,29.929974,4.4644227,7.7334313,0.0,8.173989,6.4556236,0.0
NOL10,1332.2899,1676.4972,230.38252,85.215294,166.89258,257.05655,238.0702,19.936066
AC007314.1,30.047264,46.607327,7.3366103,6.6343756,7.9175963,0.0,8.53378,0.0
RN7SL832P,60.530365,45.106895,19.854483,0.0,2.318332,0.0,4.165193,0.0
ATP6V1C2,17.465557,30.340557,15.421463,8.587175,0.0,17.999607,21.805101,3.2408617
AC092687.3,0.0,7.9674706,0.0,0.0,0.0,8.613434,4.165193,0.0
PDIA6,884.1134,1281.7684,296.20404,224.20966,155.53084,455.50317,334.20917,51.22121
C2orf50,9.285098,21.688894,0.0,0.0,0.0,0.0,0.0,0.0
SLC66A3,775.31885,662.0112,207.12263,54.075455,101.19599,141.14993,72.05761,6.111926
ROCK2,1638.668,1730.7968,294.0431,149.22522,181.88997,354.42905,229.63405,20.284964
AC099344.3,30.56536,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E2F6,101.17637,122.784294,27.397089,8.913627,0.0,27.184317,25.86952,0.0
GREB1,23.555536,40.168964,4.419342,0.0,0.0,34.060932,0.0,0.0
LPIN1,664.96643,2099.3467,113.26959,255.9277,98.217735,547.2763,231.94385,23.118883
MIR3681HG,64.966354,65.662186,12.61694,20.569382,11.189818,25.278864,129.39912,0.0
AC009486.2,0.0,25.42694,0.0,8.457222,0.0,0.0,0.0,0.0
TRIB2,10.585173,975.4821,0.0,16.986273,9.271069,87.55384,145.07259,0.0
AC064875.1,12.818845,15.241413,0.0,0.0,0.0,0.0,0.0,0.0
LINC00276,61.714428,34.497356,0.0,0.0,8.855946,7.9650254,40.640625,0.0
AC016730.1,24.450338,14.165476,0.0,0.0,8.693445,0.0,0.0,0.0
AC068286.2,12.161997,84.07803,0.0,0.0,0.0,7.6767745,0.0,0.0
NBAS,2448.9985,3697.6484,338.9449,257.3757,160.47612,567.6865,441.79794,72.87954
DDX1,726.23926,1871.3541,183.8008,105.70297,71.77662,268.2643,267.30487,22.555134
LINC01804,8.186481,4.503386,0.0,0.0,0.0,0.0,0.0,0.0
MYCNOS,11.99618,9.036149,0.0,0.0,0.0,0.0,0.0,0.0
AC010880.1,4.539452,0.0,0.0,0.0,0.0,0.0,8.629573,0.0
AC104623.1,57.613068,0.0,4.9323683,0.0,2.673306,0.0,8.96152,0.0
FAM49A,6283.103,225.77425,975.4004,207.25774,358.14563,345.50827,561.9625,54.046528
VSNL1,0.0,11.526268,4.519377,8.587175,0.0,0.0,7.2422285,0.0
SMC6,858.26117,1295.0559,114.788345,91.29767,83.77688,253.74716,1080.2964,142.71597
GEN1,206.53526,124.851006,30.872585,18.521976,27.993359,59.44664,266.71988,16.031021
KCNS3,0.0,12.908157,4.519377,11.197936,0.0,0.0,0.0,0.0
AC079148.1,10.578674,7.5176497,5.4781985,0.0,0.0,7.9321856,10.800852,0.0
RDH14,125.51973,531.6694,37.772507,32.43275,15.458005,45.7748,88.62739,3.3228786
NT5C1B,4.1849456,66.03057,5.4781985,0.0,0.0,15.917709,0.0,0.0
AC106053.1,0.0,36.19013,0.0,0.0,0.0,0.0,0.0,0.0
AC130814.1,0.0,88.777374,0.0,0.0,0.0,15.970552,13.969703,3.320437
LINC01376,246.90967,409.8509,44.919434,25.99076,33.34168,75.70668,96.83417,11.318921
LINC00954,131.77544,616.92346,4.8493886,4.625898,26.616224,77.10899,37.60786,3.5812032
TTC32,173.05809,634.799,25.32633,29.362465,54.93104,75.62628,63.869343,2.574561
AC013400.1,11.7945795,26.50096,0.0,0.0,0.0,0.0,0.0,0.0
WDR35,173.05067,366.42294,16.699434,71.19487,13.187247,52.209038,75.40312,9.413218
LAPTM4A,1392.1907,1103.5421,415.8369,89.103745,133.88907,235.5253,327.7299,49.38174
LAPTM4A-DT,5.246381,6.666189,0.0,0.0,0.0,0.0,0.0,0.0
PUM2,3802.6646,5511.9155,562.63385,408.35376,308.0123,902.2579,822.2636,47.491993
RHOB,1785.4084,194.58333,510.667,35.331562,21.507145,145.62688,85.10555,0.0
HS1BP3,557.0877,290.76297,87.50122,49.22818,38.27776,86.77358,28.860113,3.781485
AC012065.3,18.578638,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GDF7,5.9195685,9.795317,4.361576,0.0,0.0,0.0,53.426235,0.0
AC012065.4,24.239315,40.375362,0.0,0.0,0.0,8.995409,6.653097,0.0
LDAH,546.2696,1358.8176,97.450096,113.071175,134.29752,261.04108,299.95352,21.594778
AC018742.1,21.77063,13.76846,0.0,9.103917,0.0,55.69171,104.85598,0.0
AC009411.2,0.0,0.0,0.0,0.0,0.0,8.066698,25.081526,0.0
AC096570.1,2.5346017,0.0,0.0,0.0,2.5346017,0.0,8.434843,0.0
AC018467.1,12.183173,14.100603,0.0,0.0,0.0,0.0,0.0,0.0
KLHL29,68.4473,447.0208,4.6815424,14.702673,0.0,0.0,78.017685,0.0
AC009242.1,29.35901,59.81186,8.928223,0.0,0.0,0.0,0.0,0.0
ATAD2B,3954.9114,3176.485,364.5683,343.20157,367.56793,662.03424,512.13043,66.310394
UBXN2A,1135.1187,1123.014,82.41399,53.119335,114.829926,166.81145,204.40971,59.674496
MFSD2B,23.920506,57.487274,0.0,0.0,0.0,8.735471,12.233527,3.0282319
WDCP,19.478008,118.93482,10.529755,14.398647,0.0,28.554989,17.994287,0.0
FKBP1B,0.0,0.0,4.519377,0.0,16.416653,8.953496,0.0,0.0
SF3B6,602.2851,2236.9304,187.93074,219.12483,194.46161,435.90692,283.989,30.906487
FAM228B,1017.83673,713.62274,89.759056,44.58705,109.565506,120.59798,145.08778,5.622802
TP53I3,180.34,21.910976,23.621246,7.7334313,38.11867,0.0,0.0,0.0
PFN4,31.298845,8.767379,10.92825,0.0,8.651555,17.20919,16.19898,0.0
FAM228A,33.223198,2.8515542,4.7813134,0.0,0.0,0.0,19.684893,0.0
ITSN2,4750.2886,4983.8945,875.0508,454.435,410.28714,1109.9015,1321.4834,53.135014
AC009228.1,47.866554,119.62699,7.2719316,0.0,16.729128,0.0,13.583525,0.0
NCOA1,5690.8535,4965.888,751.3191,787.9637,326.6413,1145.2565,708.81213,112.06667
PTRHD1,177.57652,406.30173,34.430157,43.238274,104.90004,85.02614,46.295895,3.2778578
CENPO,75.5078,92.78918,10.079658,12.994042,0.0,36.714878,19.76779,0.0
ADCY3,280.2965,438.6923,16.16021,15.180075,63.026512,38.28797,189.9594,28.764978
DNAJC27,343.37787,648.0432,40.8154,9.424424,32.820873,67.86708,59.75564,3.496139
DNAJC27-AS1,97.86677,275.60547,0.0,0.0,8.693445,18.584862,23.851921,5.672121
EFR3B,6.9425097,33.252605,0.0,15.737979,2.4536016,7.9333963,14.970785,6.9664326
POMC,112.985985,218.39236,4.4128823,104.3167,35.189377,89.7895,67.321175,14.900671
DNMT3A,558.29816,2288.93,149.75624,95.644035,29.751244,228.67047,98.433266,9.764198
AC012074.1,5.2337065,79.01953,0.0,8.426486,7.9175963,0.0,8.721879,0.0
DTNB,687.6349,2646.6296,34.997223,143.30215,41.48839,367.8145,417.40918,8.160247
AC104699.1,0.0,32.385273,0.0,0.0,0.0,2.0278559,0.0,0.0
ASXL2,2299.9849,2870.532,367.23438,149.11806,185.03302,531.2523,443.93613,39.00457
KIF3C,22.512487,58.702213,0.0,0.0,8.693445,0.0,0.0,0.0
RAB10,4074.1316,2591.5984,822.2466,283.77853,340.19257,540.041,577.7585,58.620846
GAREM2,0.0,92.80134,0.0,28.941875,8.178627,0.0,0.0,0.0
HADHA,1563.5353,2017.3407,373.18777,163.17194,238.07654,355.07346,334.3437,28.51087
HADHB,1967.6895,1681.9303,274.3988,133.99826,119.64238,256.48047,346.94498,31.734953
AC010896.1,67.9023,159.86594,7.7483187,0.0,2.106041,8.6769285,21.426254,0.0
ADGRF3,90.36641,214.86765,16.159073,9.697152,0.0,15.781608,36.70305,2.6438892
SELENOI,1048.3906,1420.6449,125.22846,96.25826,120.42593,220.69376,241.43468,25.735655
DRC1,0.0,18.862165,0.0,0.0,0.0,6.8661222,0.0,0.0
OTOF,36.22391,31.656796,4.519377,0.0,0.0,0.0,0.0,0.0
SLC35F6,261.0126,218.96227,89.60514,46.242893,42.620827,94.108246,24.233393,4.4680023
CENPA,173.47325,90.43684,40.000477,8.061669,15.23277,4.291227,7.388372,0.0
AC013472.2,26.970186,41.261547,0.0,0.0,0.0,8.966343,0.0,0.0
MAPRE3,141.575,86.29868,10.15272,0.0,8.651555,26.505907,8.060413,0.0
TMEM214,307.54422,225.98116,55.991528,24.468372,39.121902,90.741776,68.09751,7.465172
AGBL5,202.44415,574.6719,25.719538,7.798026,14.16194,95.33472,108.19645,8.717715
AC013403.2,5.2337065,26.783222,0.0,0.0,0.0,8.447414,0.0,0.0
OST4,1092.9517,5622.739,431.15384,505.78653,355.08646,1155.282,651.5428,66.26766
EMILIN1,7.027793,0.0,0.0,0.0,0.0,7.3352075,8.082659,8.082659
KHK,25.010414,79.65765,3.8353598,0.0,12.063477,36.966805,7.7163343,0.0
ABHD1,18.118353,13.945753,4.058562,8.708337,0.0,8.631043,10.833859,0.0
PREB,247.62611,431.46002,74.38067,54.706425,19.132374,48.649364,75.58272,9.287426
SLC5A6,141.63803,184.8759,12.847127,26.116348,16.352863,58.948788,54.14902,7.388985
ATRAID,316.19495,1511.2809,192.7942,155.02557,69.7223,324.30124,213.4351,6.5347714
CAD,105.1567,593.1807,19.912485,39.095436,32.286488,40.58336,50.490135,5.1839013
UCN,16.187794,25.992601,0.0,17.141006,8.705962,7.3281155,20.997696,0.0
MPV17,511.7984,594.7389,102.23107,90.27151,129.191,101.408585,145.96844,25.479181
GTF3C2,796.9055,938.051,123.078186,79.677025,70.502975,113.7269,146.9737,12.287223
GTF3C2-AS1,28.985155,26.51224,3.8593047,0.0,8.178627,0.0,7.342313,0.0
AC074117.1,65.34634,129.40517,4.400022,7.7243032,20.895044,13.742827,48.42901,9.258187
EIF2B4,345.01822,546.54126,55.416573,58.715008,45.396946,72.82752,85.006294,16.289991
SNX17,945.0158,1531.1075,365.8543,201.60387,192.03577,281.5495,358.4623,26.685928
ZNF513,81.24408,127.96571,34.657364,9.697152,13.402081,25.478771,26.578115,5.000398
PPM1G,823.79803,2110.1873,263.48883,233.75316,192.9459,452.3059,299.87827,54.56997
NRBP1,963.9639,1799.8248,243.3232,175.739,120.23327,350.2036,222.49742,33.82926
KRTCAP3,4.5398116,189.94743,0.0,0.0,0.0,0.0,15.847914,0.0
IFT172,221.62428,295.96167,6.1401663,41.8434,26.125313,102.638275,52.53171,6.1246862
C2orf16,0.0,16.663424,4.400022,0.0,0.0,0.0,0.0,0.0
ZNF512,408.69757,1148.2986,64.541046,83.57572,46.332676,142.83101,165.85321,32.95829
CCDC121,20.100246,15.79483,11.125944,7.600113,14.792487,4.291227,2.496373,0.0
GPN1,223.94641,446.27322,60.232605,73.44237,34.610252,140.81862,72.83246,16.70668
SUPT7L,302.50174,650.5069,30.778563,37.715412,33.889057,71.90576,132.04617,9.083438
SLC4A1AP,425.09583,894.7033,152.23933,62.37736,74.44408,169.44298,119.10211,5.8676515
MRPL33,795.5268,1693.0632,164.72908,132.10693,223.91968,436.13757,176.71758,15.780882
RBKS,367.12045,310.47388,51.181953,37.81969,62.8035,88.13904,49.357956,2.4508476
BABAM2,3729.2222,4123.487,326.77066,377.21088,238.42691,681.6582,628.1538,61.49486
AC093690.1,124.866295,94.40657,3.5137556,25.920776,17.369825,31.713982,31.872894,4.85781
AC104695.2,835.9543,676.349,84.75421,105.91331,56.68945,222.89958,26.677122,7.6347494
FOSL2,2147.8594,409.73547,205.70084,111.76645,118.93181,349.1753,16.345257,16.345257
AC104695.4,381.64795,130.62602,60.925808,18.683622,56.227768,87.18014,8.989203,7.1849275
AC104695.3,7.990783,6.1504617,0.0,0.0,0.0,14.413469,0.0,0.0
PLB1,518.58026,264.23828,79.11117,0.0,72.453224,42.307552,19.82392,5.917079
AC074011.1,65.33088,0.0,4.9323683,0.0,27.923822,0.0,0.0,0.0
AC092164.1,305.16217,152.66371,46.17998,0.0,24.727781,8.374002,0.0,0.0
PPP1CB,3897.961,3451.5042,548.93427,186.0012,296.17386,526.6689,420.12817,32.47074
SPDYA,172.83517,194.91582,33.8116,8.330388,0.0,19.547543,28.197844,12.367948
TRMT61B,284.29095,610.1257,42.708477,73.95494,55.375328,85.68763,114.616425,15.744928
WDR43,1499.0408,2831.9092,187.6323,169.6056,190.22601,343.48166,488.12903,47.988422
TOGARAM2,53.288994,105.5967,0.0,116.017746,0.0,160.30812,0.0,0.0
CLIP4,1774.9116,1770.2363,404.79022,121.9347,3.370031,305.09583,62.622562,0.0
ALK,63.462753,221.1711,24.308125,9.157653,0.0,32.373623,13.572035,0.0
AC016907.2,0.0,0.0,0.0,0.0,0.0,17.125202,0.0,0.0
YPEL5,3505.7644,3838.7356,504.63446,199.01167,334.1145,483.1918,652.3001,79.078445
LBH,61.518944,4048.1829,17.504541,274.49313,19.294704,649.6874,474.22238,18.144836
LCLAT1,484.1862,2009.6749,91.13321,81.228485,60.65855,178.97742,350.06772,6.508877
GALNT14,14.226024,11.759555,0.0,0.0,0.0,0.0,36.326027,0.0
CAPN14,0.0,18.054062,0.0,0.0,0.0,0.0,13.9343195,0.0
EHD3,17.582714,89.49462,3.5137556,8.587175,0.0,8.374002,46.20108,0.0
XDH,0.0,0.0,4.7031617,0.0,0.0,8.542386,5.760559,5.760559
AL121652.1,19.71615,12.78091,0.0,0.0,0.0,0.0,0.0,0.0
MEMO1,328.4632,266.32602,71.39366,22.316454,18.302595,37.606647,55.02596,2.4508476
DPY30,254.11482,1220.3978,116.16445,69.33738,100.75793,184.06,151.67682,5.637572
SPAST,1380.0289,1219.2495,235.32208,112.80537,76.15343,215.76436,290.46494,15.286129
AL121658.1,16.653883,60.605534,0.0,6.708301,0.0,15.448162,20.67564,3.5065398
SLC30A6,467.71875,971.0011,70.40042,66.17494,32.335148,171.70885,139.05444,9.835703
NLRC4,748.92413,71.40719,144.62283,0.0,33.050278,0.0,32.31883,0.0
YIPF4,1611.1025,2366.187,231.90764,72.429344,172.7486,317.33163,388.59918,40.705765
AL133245.1,89.714455,73.92061,0.60035974,0.0,0.0,23.379381,19.886896,2.4508476
BIRC6,5621.705,7301.0034,652.8784,611.2994,427.91086,1301.0421,1262.0873,118.649506
BIRC6-AS1,6.0865517,6.719964,0.0,0.0,0.0,0.0,0.0,0.0
AL133243.2,184.18248,114.55819,21.266977,24.5805,18.337933,14.318555,29.67727,6.5912647
AL133243.3,347.616,324.6346,19.59001,21.724352,14.093724,38.49716,54.982388,3.1153314
TTC27,532.3309,1751.207,102.782074,82.170364,67.758514,288.9381,305.772,26.69028
LINC00486,3731.1086,5229.063,492.43356,357.0219,352.57983,889.5246,1226.6868,83.121864
LTBP1,7.8638034,9.803514,14.925973,0.0,0.0,0.0,10.010496,0.0
RASGRP3,99.511284,186.1986,4.8452544,13.732712,0.0,5.402323,646.33875,5.753902
AC020594.1,20.118519,33.257244,0.0,0.0,0.0,11.135587,38.252186,2.291185
FAM98A,210.14871,392.9587,43.326687,30.343576,10.130766,151.39145,112.15832,2.6093397
AC017050.1,23.33426,78.397705,0.0,0.0,3.370031,0.0,10.965855,0.0
LINC01320,78.99641,144.79901,14.75884,8.773487,0.0,23.008583,49.781425,6.619568
CRIM1,192.54364,149.80634,39.66935,67.852554,9.345994,118.67832,120.62962,43.95571
AC007378.1,17.164053,15.387194,0.0,0.0,0.0,0.0,0.0,0.0
FEZ2,1856.4086,1129.2853,193.77345,105.96678,177.51714,265.68027,256.27536,98.028824
VIT,5.5100136,7.215728,4.358928,0.0,0.0,27.05123,0.0,0.0
STRN,1431.9066,1825.9402,212.54453,151.69833,110.04319,462.25235,252.69284,7.037228
HEATR5B,1777.8679,2496.8066,167.71822,202.44905,306.43634,488.0442,745.2486,72.39869
GPATCH11,562.3611,796.0713,57.962074,52.377903,111.17238,235.97112,346.7973,45.82638
EIF2AK2,2736.0508,2205.472,287.56488,118.81577,214.23596,384.78992,456.0992,62.413044
CEBPZOS,526.6021,1386.8894,120.421074,126.31455,92.51115,190.09485,249.83507,17.936586
CEBPZ,1076.5048,2858.9905,262.74985,176.51762,145.00316,478.87152,463.09705,20.967604
AC007390.2,31.364584,37.469215,5.9616647,0.0,0.0,8.320918,16.086128,0.0
NDUFAF7,410.02768,635.29614,83.75895,70.19683,34.32735,122.55413,80.8867,0.8867993
PRKD3,1581.9728,1300.1765,129.3194,114.975494,127.96051,293.74426,596.7169,35.94652
QPCT,311.3951,21.993595,5.07694,0.0,3.370031,0.0,0.0,0.0
AC006369.1,60.902504,881.7656,16.245775,128.72108,0.0,438.81244,15.040764,0.0
CDC42EP3,2550.914,1187.2598,419.63824,187.55806,125.359825,568.741,87.67185,3.2583117
LINC00211,86.540276,5.575957,0.0,0.0,8.16648,0.0,0.0,0.0
RMDN2,624.52454,254.43031,88.12516,50.59923,12.91327,40.72096,146.46657,7.898461
RMDN2-AS1,266.71732,94.91767,59.310764,15.1655245,2.394277,18.70063,73.5667,0.0
CYP1B1,930.0022,58.63131,48.382896,6.2356176,0.0,25.328693,7.5684066,0.0
CYP1B1-AS1,804.7093,74.49915,53.990803,6.2356176,0.0,9.936881,13.881581,0.0
AC009229.2,71.10346,9.213863,0.0,0.0,0.0,0.0,0.0,0.0
ATL2,1188.8519,1260.5422,126.807846,126.30071,85.60003,162.19356,246.9575,28.525345
LINC02613,12.651338,0.0,5.955245,0.0,0.0,0.0,6.9333677,0.0
HNRNPLL,577.61523,1055.3872,11.562918,18.346676,32.092613,277.54556,40.46959,0.0
GALM,299.92432,1882.9657,22.387918,121.770874,96.45344,388.63333,51.601906,4.841906
SRSF7,3068.884,6136.071,514.56976,394.8847,462.33252,1258.0477,1074.443,67.91732
GEMIN6,45.368237,398.82968,25.78589,33.202957,8.148042,57.61713,78.35805,3.185998
DHX57,1641.9847,771.47,176.5207,59.117424,21.774326,90.94244,218.16002,11.243681
MORN2,36.264427,62.887135,7.7286124,6.954007,8.651555,9.263943,9.191622,0.0
SOS1,3675.691,5089.0957,520.5302,306.55637,200.34796,961.3897,593.76434,27.705477
SOS1-IT1,13.626059,16.6694,2.8807888,0.0,0.0,15.774394,0.0,0.0
CDKL4,22.779053,22.443935,0.0,0.0,0.0,7.316654,0.0,0.0
MAP4K3,2168.4497,1517.8809,309.21304,109.99209,196.81383,149.75357,147.4684,21.751
AC007684.2,11.108348,0.0,6.310088,0.0,0.0,0.0,0.0,0.0
MAP4K3-DT,225.11235,720.2439,94.343475,46.769974,18.889967,75.47318,135.86542,2.291185
TMEM178A,8.475507,5.96038,0.0,0.0,0.0,0.0,11.15164,4.6960163
THUMPD2,626.02936,1022.04095,67.20142,94.04378,99.43669,168.81497,147.9598,36.748302
SLC8A1-AS1,2535.345,89.98017,401.31235,0.0,183.14664,0.0,48.13813,23.793217
SLC8A1,10660.666,414.09784,1647.2402,0.0,678.78735,27.331112,38.96308,19.20966
AC007877.1,53.824303,0.0,36.511856,0.0,0.0,0.0,0.0,0.0
AC083949.1,8.188315,40.69869,2.5526848,0.0,0.0,8.900957,122.107376,0.0
EML4,3867.722,8063.946,790.0237,202.57512,248.0884,1380.5197,1282.2662,71.68412
COX7A2L,594.7374,2172.4028,163.1969,169.46889,188.09622,389.61374,240.96075,34.580387
MTA3,253.43314,1418.0111,48.011765,56.374004,39.801987,124.05832,222.99442,18.869732
OXER1,48.50858,0.0,10.101313,0.0,2.673306,0.0,7.8249125,0.0
HAAO,338.4042,64.00111,19.216984,0.0,42.421753,8.15717,2.574561,2.574561
LINC01819,0.0,7.9662485,0.0,0.0,8.148042,7.5716734,0.0,0.0
LINC02580,22.144102,418.70148,9.391356,60.736687,0.0,65.1724,0.0,0.0
AC010883.2,13.7108345,36.77942,7.0634775,0.0,0.0,0.0,0.0,0.0
AC010883.3,117.71449,203.00009,5.2847986,0.0,0.0,60.290886,9.239686,0.0
ZFP36L2,5629.663,10642.412,838.6078,862.4702,572.71924,2114.972,950.97644,61.887154
LINC01126,81.65321,29.016506,18.007202,0.0,0.0,0.0,8.813439,0.0
AC010883.1,12.616036,21.537596,6.4824944,0.0,2.673306,0.0,13.878027,0.0
THADA,2470.7026,3910.0374,352.55627,177.93681,200.12868,688.1855,764.39075,48.394764
PLEKHH2,3.9929314,175.51985,0.0,0.0,0.0,0.0,11.208331,3.2408617
DYNC2LI1,44.203022,166.48373,4.030533,5.953322,9.166977,24.357021,23.861849,0.0
ABCG8,9.04435,29.007929,0.0,0.0,0.0,0.0,0.0,0.0
LRPPRC,1597.4249,2792.6245,264.332,170.72516,190.61055,356.0305,581.776,35.36981
AC019129.2,36.37262,16.703615,3.5315058,0.0,0.0,0.0,7.4497538,0.0
PPM1B,2318.6067,3756.0566,400.1055,311.07706,232.54364,474.853,534.418,47.577934
SLC3A1,61.756718,272.65836,14.853421,7.8307858,0.0,31.903902,17.88954,0.0
PREPL,520.4903,1281.9429,76.288155,115.224884,40.92069,137.72202,241.37823,21.13193
CAMKMT,2348.4053,5243.4536,324.65762,231.63176,238.64568,556.2095,514.65814,22.327902
SRBD1,2286.9194,1967.7173,342.41968,171.59361,171.31941,479.90912,298.93234,25.490639
PRKCE,4214.2,1942.0868,603.584,161.27583,322.10236,292.77557,1372.2129,44.022503
EPAS1,51.971024,39.964138,0.0,0.0,0.0,0.0,0.0,0.0
ATP6V1E2,257.8661,558.8024,30.316961,32.279358,17.357517,59.330566,74.99139,3.5065398
RHOQ,2799.9722,543.3072,349.41577,176.91592,184.67932,166.0328,536.61053,24.941584
AC018682.1,636.8257,117.732445,147.62514,36.43913,53.787697,49.15212,217.20047,3.320437
PIGF,518.4567,774.5349,100.94512,71.917206,43.02143,94.47041,184.02917,8.905061
CRIPT,408.2404,754.904,60.558968,77.163635,36.415604,141.23183,136.3072,13.432505
LINC01118,62.09782,87.62942,5.4819536,8.6413555,0.0,17.939135,40.85238,7.6351767
SOCS5,50.658024,135.70842,7.8149767,9.157653,16.581326,46.514668,9.106044,2.574561
AC016722.2,56.028008,51.69786,0.0,7.0407224,0.0,0.0,0.0,0.0
MCFD2,496.55975,651.1758,55.528244,88.677795,46.629745,98.25457,194.35869,32.793964
TTC7A,4139.2646,1714.0114,223.80168,85.427124,367.8059,307.4541,676.33514,88.151596
AC093732.1,13.046495,18.599602,0.0,0.0,2.394277,0.0,0.0,0.0
STPG4,581.7834,219.84996,66.17092,14.701294,55.039783,54.544407,92.22031,17.975838
AC073283.1,90.639114,25.046059,2.7744136,0.0,0.0,0.0,10.3161335,4.010228
CALM2,4425.022,6604.2085,1186.4493,517.3333,656.1776,1282.2937,1198.0245,135.80624
EPCAM-DT,47.41781,7.26895,5.4214907,0.0,12.261864,0.0,0.0,0.0
EPCAM,10.834501,0.0,6.1401663,9.188211,0.0,0.0,0.0,0.0
MSH2,238.80545,1439.2621,42.380207,67.41226,21.99016,155.41522,234.03284,24.72867
KCNK12,0.0,148.26208,0.0,29.578527,0.0,15.07542,7.7038527,0.0
MSH6,395.6362,910.7755,58.94816,44.06976,54.185368,151.95456,116.73387,7.053988
FBXO11,4326.1,4484.012,574.11395,380.04263,338.5422,772.47626,926.65686,72.252884
AC079807.1,72.982346,161.9505,19.109339,17.377375,8.148042,37.340576,26.119303,3.8305392
AC092650.1,225.92372,439.46368,54.26936,40.124386,9.315699,124.8596,128.35646,0.0
FOXN2,4197.0903,2553.5315,462.3437,218.68724,364.1946,415.95645,375.53604,40.55713
AC093635.1,14.628903,95.78648,0.0,0.0,8.148042,27.775135,11.67158,2.4508476
PPP1R21,2146.9656,2874.8157,351.84515,131.16974,176.62146,435.0007,438.62225,45.88191
STON1,7.699324,28.931122,15.999879,0.0,0.0,0.0,0.0,0.0
STON1-GTF2A1L,0.0,14.883963,0.0,0.0,0.0,0.0,5.505677,0.0
AC009975.1,25.547377,20.636372,0.0,0.0,10.320842,0.0,0.0,0.0
AC009975.2,7.2049913,9.697152,0.0,0.0,0.0,0.0,9.662392,0.0
NRXN1,31.952688,23.518187,0.0,7.429862,0.0,10.867125,9.60064,3.185998
AC007402.1,29.144901,41.819363,6.1401663,0.0,0.0,0.0,0.0,0.0
ASB3,1285.7341,2309.251,212.38898,156.16148,153.09236,423.2737,499.99677,27.241535
CHAC2,19.886282,144.88309,0.0,21.47565,0.0,4.291227,22.155745,5.40112
ERLEC1,425.8516,962.72894,109.52084,92.52571,85.980354,255.62375,191.42844,30.674604
PSME4,2180.2578,2765.1252,265.25153,298.4019,152.67914,616.5235,711.52875,26.270468
