,CD14+_Monocytes,CD4_T_cells,FCGR3A+_Monocytes,NK_cells,Dendritic_cells,CD8_T_cells,B_cells_1,B_cells_2
NUTF2,244.5156,925.4124,120.807335,141.5989,82.10279,182.28613,172.14874,4.0727973
EDC4,281.0478,530.1944,49.29101,47.981575,22.992155,161.60681,79.18055,10.645135
NRN1L,11.146887,62.596687,3.4065921,0.0,9.20459,0.0,0.0,0.0
PSKH1,231.05537,292.57443,19.643831,60.01311,27.01027,69.69454,35.87436,2.291185
CTRL,117.913345,85.883286,4.816117,13.619574,0.0,9.627931,6.1470256,0.0
PSMB10,2191.1985,4244.869,743.93445,676.63666,397.93585,1010.83514,736.1424,74.99217
LCAT,122.927635,53.84504,19.391407,0.0,10.320842,3.8735855,0.0,0.0
SLC12A4,172.83823,71.77902,21.102407,6.2356176,25.809202,37.339733,17.150711,2.6093397
DPEP3,0.0,9.364293,0.0,8.628103,0.0,0.0,18.592167,0.0
DPEP2,1287.7749,1297.9281,317.1928,41.16585,56.202923,27.558418,377.38864,0.0
DUS2,614.00476,748.86066,164.1981,51.08547,0.0,65.71659,341.87836,0.0
DDX28,101.716705,238.29475,54.274277,16.289816,26.181004,43.204315,88.68968,6.0018506
NFATC3,2138.7979,5176.6494,342.86096,512.7499,167.03214,1219.3032,692.86115,50.032
AC020978.6,31.348133,31.163492,0.0,0.0,0.0,0.0,0.0,0.0
AC020978.3,61.462395,201.20245,29.543736,51.559822,18.345955,52.169956,26.185398,0.0
AC020978.7,3.8119211,9.212148,0.0,7.2353377,0.0,0.0,0.0,0.0
AC020978.5,15.757496,43.704865,13.645115,26.798126,8.989794,0.0,2.291185,2.291185
ESRP2,0.0,21.456144,0.0,0.0,0.0,0.0,0.0,0.0
PLA2G15,196.3189,117.527664,53.922916,13.275935,14.550227,21.139566,10.090445,2.0848563
AC020978.2,15.705687,0.0,0.0,0.0,0.0,0.0,10.26105,3.8305392
SLC7A6,886.5389,3173.398,70.75655,138.04446,97.23229,228.97186,287.06216,45.488735
SLC7A6OS,716.4259,1760.8538,88.06929,80.88204,69.29184,176.57182,122.05398,22.251677
PRMT7,272.6102,1280.484,36.069942,100.90748,25.31742,163.67339,190.14728,26.520807
SMPD3,99.918724,130.47649,12.597707,34.416298,45.61699,24.237408,81.91086,90.75591
ZFP90,286.39606,1268.4855,53.289364,100.72565,32.84686,174.55089,157.01419,5.319417
AC126773.3,11.907188,40.18716,9.914305,0.0,0.0,0.0,19.88615,0.0
CDH3,5.068294,22.864464,0.0,0.0,0.0,3.7885616,0.0,0.0
CDH1,0.0,9.685531,0.0,0.0,26.721268,4.291227,11.495498,9.721899
TANGO6,1737.9177,1834.1523,251.6258,125.940636,107.785416,346.8761,259.40448,21.039587
AC009137.1,106.22124,158.06761,18.983728,9.358947,7.9175963,17.304811,17.162565,0.0
HAS3,17.582811,24.102486,12.624222,0.0,0.0,0.0,0.0,0.0
CHTF8,30.603113,26.875095,19.078901,9.654707,0.0,6.9874964,8.434843,0.0
UTP4,215.87677,508.4303,31.976448,42.160892,40.718086,93.739624,97.040985,9.173763
SNTB2,565.30664,712.4855,127.37065,301.69586,24.719868,352.5799,61.24007,5.8676515
VPS4A,385.75592,995.01953,93.626305,94.86612,77.8429,180.37273,59.765728,14.467336
COG8,104.2838,319.66022,25.906536,9.358947,45.424667,70.4225,48.049187,6.8395147
PDF,0.0,25.59356,0.0,0.0,0.0,0.0,0.0,0.0
NIP7,122.170784,375.62323,20.15118,57.229668,30.116053,144.40456,73.48087,0.8867993
TMED6,23.467852,44.977257,0.0,0.0,2.2175314,6.2820454,14.6168995,0.0
TERF2,631.6106,1045.6978,59.56886,70.01123,68.898544,136.54742,175.56532,21.015213
CYB5B,621.3348,1122.2408,119.02594,200.14325,90.619095,181.07259,181.15663,37.057583
NFAT5,2963.17,3059.4543,519.80273,358.47006,238.52162,784.974,634.74866,81.82485
NQO1,11.063481,92.81897,3.484675,6.6343756,0.0,19.118277,26.802399,0.0
AC092115.3,28.639336,38.747734,0.0,0.0,0.0,19.655235,9.191622,0.0
NOB1,157.34561,783.19745,48.583332,51.527573,12.997176,57.37013,151.64932,11.745282
WWP2,3007.3694,1938.3479,457.7253,169.94653,221.03345,366.65295,451.07242,34.03252
CLEC18A,4.8966227,45.273705,0.0,0.0,0.0,11.711605,0.0,0.0
PDPR,990.1223,1567.4546,98.8959,148.07918,71.68332,248.10646,219.516,15.2827425
AC009060.1,176.5946,371.5864,44.39691,45.858814,8.178627,43.13574,39.38993,0.0
EXOSC6,394.69458,1087.4352,113.0511,93.26346,49.310654,187.32503,229.28229,29.69248
AARS,214.1731,816.6732,57.968758,32.495407,41.667027,103.62579,97.18702,16.405798
DDX19B,464.707,648.14954,84.56696,57.822098,45.29022,121.897484,134.20367,3.647788
AC012184.3,101.630554,211.73875,11.671955,9.769563,8.282968,24.15733,23.864494,5.771051
DDX19A,475.6745,1086.0598,84.02482,47.242172,88.0562,100.35155,94.718285,9.619303
AC012184.4,70.39027,208.94592,5.5587606,18.098488,2.394277,0.0,11.325431,0.8867993
ST3GAL2,878.5842,1028.3878,138.63501,47.022217,72.71209,108.655495,178.25677,82.33098
AC012184.1,96.14475,43.581352,13.410633,0.0,0.0,0.0,19.701984,6.366939
FCSK,233.34425,278.6535,16.173416,35.054432,24.4186,46.132515,19.01229,0.0
COG4,590.86163,1064.9445,94.06284,53.064693,29.610142,139.39616,115.00021,20.444489
SF3B3,768.0048,1744.7577,132.06174,152.40895,98.89,364.84665,318.16888,17.66362
IL34,11.138675,5.966168,0.0,0.0,0.0,0.0,0.0,0.0
MTSS2,46.950123,65.930626,13.605193,0.0,0.0,0.0,6.2899766,0.0
VAC14,1186.9117,1200.1184,146.9489,81.07768,140.09378,209.25945,176.73286,13.846816
VAC14-AS1,13.470022,24.827522,10.670286,0.0,6.6562715,6.7316723,2.3910584,2.3910584
HYDIN,14.974112,7.0259504,0.0,0.0,0.0,0.0,0.0,0.0
CMTR2,207.603,363.9054,41.454212,48.561073,21.225466,78.764206,83.081245,7.644287
AC106736.1,0.0,21.113724,0.0,0.0,0.0,8.15717,0.0,0.0
LINC02136,0.0,0.0,0.0,0.0,7.9175963,0.0,0.0,0.0
ZNF23,104.60843,217.98442,4.6815424,28.29503,0.0,9.111428,33.094498,2.4508476
ZNF19,37.84351,143.99844,9.721617,0.0,16.111254,15.977211,43.280285,0.0
TAT-AS1,11.233933,24.703531,0.0,0.0,0.0,0.0,10.758063,0.0
PHLPP2,126.05971,486.3924,58.089935,16.116741,28.498957,95.57139,225.36253,38.82226
AC009097.1,2.424901,19.723396,6.8626223,7.600113,0.8083003,0.0,8.397388,0.0
AP1G1,1946.7678,1677.8561,228.8108,121.31921,131.8216,446.28195,367.0857,38.14245
ATXN1L,254.22787,185.84981,50.17662,12.395106,32.974155,19.87597,55.69021,2.0848563
IST1,1635.6687,2102.156,250.73868,220.0405,159.44403,403.68918,503.48965,27.452805
ZNF821,375.53998,588.7055,54.872738,76.43406,21.337587,115.98439,224.90878,4.355295
PKD1L3,7.1904097,39.1632,0.0,0.0,0.0,10.005364,26.396893,0.0
DHODH,97.26857,371.56473,6.6511097,14.876146,27.303705,56.59868,31.72678,0.0
TXNL4B,247.90572,381.2193,29.354584,49.216896,11.207324,28.184618,67.654274,6.489052
HP,72.54529,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHX38,669.71564,1028.5513,99.527306,84.06105,79.15839,221.41792,208.59317,14.707436
PMFBP1,21.315907,70.666824,16.72888,0.0,0.0,6.284206,47.832775,0.0
LINC01572,399.31216,620.0844,117.146164,0.0,78.44429,54.66393,481.87204,34.903896
AC004158.1,19.940659,113.89513,16.709536,8.94389,8.693445,6.650648,49.638653,2.4508476
AC004943.2,90.52036,232.43028,8.222298,0.0,8.148042,26.299597,49.287434,0.0
ZFHX3,2933.3962,321.4043,425.70282,55.09239,152.5598,13.8301735,194.52074,23.978273
AC004943.1,6.469413,0.0,0.0,8.176583,0.0,0.0,7.0130796,0.0
AC002044.1,18.945036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC116667.1,36.534218,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01568,7.5924315,20.353888,0.0,0.0,0.0,0.0,0.0,0.0
AC138627.1,45.81601,101.63602,7.2817626,0.0,0.0,18.372103,28.870247,0.0
AC009120.4,0.0,58.719364,0.0,0.0,0.0,0.0,0.0,0.0
PSMD7,1249.346,2138.767,307.3839,206.87494,189.31581,486.16977,344.9423,49.52834
AC009120.2,869.1052,1226.5187,98.12756,109.408455,66.68109,242.6896,216.52199,20.09411
AC009120.3,8.122492,7.5597124,0.0,12.413834,0.0,13.544106,0.0,0.0
AC009053.2,5.3573194,91.517784,0.0,15.118351,0.0,7.293889,7.4898996,0.0
NPIPB15,94.87533,109.52159,0.0,8.628103,7.6585655,13.4351425,34.86062,3.0282319
CLEC18B,5.496485,0.0,0.0,8.740012,0.0,0.0,2.9070172,2.9070172
AC009053.3,0.0,25.280296,0.0,8.708337,0.0,17.153164,0.0,0.0
GLG1,3858.1868,7662.299,462.81467,446.24246,352.57132,1083.248,711.4658,100.855354
RFWD3,352.33844,790.2024,82.953575,60.25548,24.69962,146.268,121.17801,14.45286
MLKL,1928.3384,731.5204,228.9985,45.43449,86.20813,162.08487,91.68225,0.0
FA2H,5.569842,0.0,0.0,0.0,0.0,0.0,21.905308,0.0
WDR59,639.51794,1508.1487,65.5313,69.56375,44.30977,165.33148,241.97365,12.587428
ZNRF1,179.27376,265.51224,17.348331,7.9333963,23.298933,46.88556,0.0,0.0
LDHD,14.509682,0.0,27.154558,0.0,2.2175314,0.0,0.0,0.0
ZFP1,79.16516,213.47517,0.0,8.230193,0.0,20.980253,28.441536,0.0
CFDP1,1468.6716,2245.5674,253.2915,196.78316,144.97736,406.29294,160.0092,37.987564
AC009054.2,6.1415358,39.611233,0.0,0.0,0.0,3.7885616,7.342313,0.0
AC009163.7,52.31633,70.484985,14.359352,0.0,0.0,0.0,0.0,0.0
TMEM170A,585.3852,1074.2648,131.1337,111.56256,40.85834,231.94942,145.9721,0.0
CHST6,6.1054378,15.837318,0.0,0.0,0.0,10.867125,0.0,0.0
TMEM231,26.859741,32.86138,0.0,0.0,14.971373,0.0,11.795294,5.6898932
GABARAPL2,512.2957,2426.5715,228.90196,182.60738,169.03152,414.851,452.40292,41.203217
AC025287.3,0.0,9.635563,5.5587606,0.0,0.0,9.627931,6.4146423,0.0
ADAT1,193.57198,447.48312,31.624884,37.34603,35.95722,123.9947,85.50823,7.9006987
KARS,1191.4697,2065.0728,239.49925,111.61453,189.3982,429.2007,340.5127,27.724379
TERF2IP,1187.741,3670.5476,280.10278,394.8276,197.28067,705.95667,475.24585,45.502106
AC025287.4,10.350968,108.35998,0.0,0.0,0.0,0.0,6.2899766,0.0
DUXB,5.3949,35.125435,0.0,0.0,0.0,0.0,8.118659,0.0
CPHXL,0.0,14.026453,4.6811585,0.0,0.0,9.341178,0.0,0.0
CNTNAP4,19.158285,23.8862,0.0,0.0,0.0,7.8591156,17.81228,0.0
AC106729.1,9.390184,39.601246,6.2881694,0.0,0.0,26.816317,22.199108,1.349292
MON1B,622.83435,591.45624,162.65201,66.21578,55.983574,152.86569,64.80791,4.9918733
SYCE1L,30.03509,319.09644,14.090873,37.692974,0.0,71.81141,41.706085,11.017408
AC009139.2,0.0,24.480688,9.902802,9.769563,0.0,10.246692,7.778287,0.0
AC009139.1,0.0,6.403359,0.0,0.0,0.0,0.0,5.0497446,0.0
ADAMTS18,6.0597906,7.0342507,5.219647,9.775492,0.0,0.0,0.0,0.0
NUDT7,38.395947,138.45436,6.8863196,7.61884,8.471881,15.8579235,14.176582,0.0
VAT1L,16.851046,52.98073,7.003919,0.0,0.0,6.3668013,6.4146423,0.0
WWOX,3036.9612,5689.183,413.34058,364.22397,253.97823,971.3701,1478.4359,129.26605
AC079414.3,19.00552,47.45981,4.3157077,7.055564,0.0,6.3668013,13.051641,3.2583117
WWOX-AS1,18.055761,36.10433,4.904236,0.0,0.0,0.0,7.388372,0.0
AC046158.1,14.057301,127.004814,3.8353598,0.0,3.370031,0.0,16.653473,0.0
AC009141.1,0.0,41.992874,0.0,7.0213475,0.0,15.124682,11.600023,2.0848563
